Domain,Role,Skills
Artificial Intelligence & Machine Learning,ML Engineer,"['ML Ops', 'Machine Learning', 'Docker', 'Data Pipelines']"
Artificial Intelligence & Machine Learning,Data Scientist,"['SQL', 'Python', 'Machine Learning']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['LLMs', 'NLP', 'Text Generation', 'Prompt Design']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Machine Learning', 'ML Ops', 'Feature Engineering', 'Docker', 'Kubernetes', 'Data Pipelines']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Statistics', 'Transformer Models', 'GANs', 'NLP', 'Research']"
Artificial Intelligence & Machine Learning,AI Engineer,"['PyTorch', 'Machine Learning', 'OpenCV', 'Data Preprocessing', 'Python', 'TensorFlow', 'NLP', 'CNN', 'Deep Learning', 'Keras']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Python', 'PyTorch', 'Deep Learning', 'TensorFlow', 'Prompt Engineering', 'Artificial Intelligence']"
Artificial Intelligence & Machine Learning,DL Engineer,"['PyTorch', 'CNN', 'TensorFlow', 'Deep Learning', 'RNN']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Data Analysis', 'Research Papers', 'Matplotlib', 'Numpy', 'Python', 'Statistics', 'NLP', 'Scikit-learn', 'Pandas', 'Model Evaluation']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Transformer Models', 'CNN', 'GANs', 'Neural Networks', 'RNN']"
Artificial Intelligence & Machine Learning,ML Engineer,"['PyTorch', 'Docker', 'TensorFlow', 'ML Pipelines', 'Kubernetes']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Prompt Engineering', 'LLMs', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Statistics', 'Reinforcement Learning', 'Research', 'NLP', 'Scientific Papers']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Artificial Intelligence','PyTorch', 'RNN', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Engineer,"['TensorFlow', 'Python', 'Deep Learning', 'NLP', 'Keras', 'Data Preprocessing']"
Artificial Intelligence & Machine Learning,ML Engineer,"['TensorFlow', 'ML Pipelines', 'PyTorch']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Model Evaluation', 'Numpy', 'Pandas', 'Python']"
Artificial Intelligence & Machine Learning,DL Engineer,"['CNN', 'RNN', 'TensorFlow', 'PyTorch', 'Deep Learning']"
Artificial Intelligence & Machine Learning,DL Engineer,"['CNN', 'RNN', 'Neural Networks', 'GANs']"
Artificial Intelligence & Machine Learning,ML Engineer,"['ML Ops', 'Docker', 'Feature Engineering']"
Artificial Intelligence & Machine Learning,AI Engineer,"['LLMs', 'Prompt Engineering', 'Python']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Artificial Intelligence','CNN', 'Machine Learning', 'NLP', 'Python', 'Keras', 'PyTorch', 'TensorFlow', 'OpenCV']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Artificial Intelligence','Model Evaluation', 'Python', 'SQL']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'Statistics', 'Reinforcement Learning']"
Artificial Intelligence & Machine Learning,DL Engineer,"['RNN', 'TensorFlow', 'Deep Learning']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Python', 'Numpy', 'Machine Learning', 'Model Evaluation']"
Artificial Intelligence & Machine Learning,DL Engineer,"['RNN', 'TensorFlow', 'PyTorch']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Transformer Models', 'Statistics', 'Research', 'NLP']"
Artificial Intelligence & Machine Learning,ML Engineer,"['PyTorch', 'Kubernetes', 'Docker', 'TensorFlow']"
Artificial Intelligence & Machine Learning,DL Engineer,"['PyTorch', 'RNN', 'CNN', 'TensorFlow', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'Statistics', 'Scientific Papers', 'Reinforcement Learning', 'NLP']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Kubernetes', 'Data Pipelines', 'Machine Learning', 'Docker']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Machine Learning', 'Data Pipelines', 'Kubernetes', 'Feature Engineering']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Feature Engineering', 'Data Pipelines', 'Docker', 'Kubernetes', 'Machine Learning', 'ML Ops']"
Artificial Intelligence & Machine Learning,AI Engineer,"['TensorFlow', 'Transformers', 'LLMs']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['Chatbot Design', 'Few-shot Learning', 'NLP', 'LLMs']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Data Pipelines', 'ML Ops', 'Docker', 'Machine Learning', 'Kubernetes']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Artificial Intelligence', 'PyTorch', 'Prompt Engineering']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Reinforcement Learning', 'NLP', 'Research', 'Scientific Papers', 'Statistics']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Numpy', 'SQL', 'Python', 'Model Evaluation']"
Artificial Intelligence & Machine Learning,AI Engineer,"['TensorFlow', 'Data Preprocessing', 'PyTorch', 'Machine Learning', 'Keras', 'Python', 'OpenCV', 'CNN', 'Deep Learning', 'NLP']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Artificial Intelligence','Statistics', 'Reinforcement Learning', 'Research', 'NLP', 'Scientific Papers']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Deep Learning', 'CNN', 'PyTorch', 'TensorFlow']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['Prompt Design', 'Few-shot Learning', 'Text Generation', 'LLMs', 'NLP', 'Chatbot Design']"
Artificial Intelligence & Machine Learning,AI Researcher,"['NLP', 'Scientific Papers', 'Reinforcement Learning', 'Statistics']"
Artificial Intelligence & Machine Learning,DL Engineer,"['CNN', 'GANs', 'Keras', 'RNN', 'Transformer Models', 'Neural Networks']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Pandas', 'Numpy', 'NLP', 'Statistics', 'Research Papers', 'Matplotlib', 'Model Evaluation', 'Scikit-learn', 'Data Analysis', 'Python']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Artificial Intelligence','GANs', 'Research', 'Statistics', 'NLP']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['Artificial Intelligence','Text Generation', 'LLMs', 'NLP', 'Few-shot Learning', 'Chatbot Design']"
Artificial Intelligence & Machine Learning,DL Engineer,"['RNN', 'Deep Learning', 'CNN', 'PyTorch']"
Artificial Intelligence & Machine Learning,ML Engineer,"['TensorFlow', 'Docker', 'ML Pipelines']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Artificial Intelligence','RNN', 'CNN', 'PyTorch', 'TensorFlow', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['GANs', 'Research', 'NLP']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['Artificial Intelligence','Few-shot Learning', 'LLMs', 'Chatbot Design']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Data Pipelines', 'Feature Engineering', 'Kubernetes']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Artificial Intelligence','GANs', 'Statistics', 'Research', 'Transformer Models', 'NLP']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Pandas', 'Machine Learning', 'Numpy']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Artificial Intelligence','Numpy', 'Pandas', 'Machine Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Transformer Models', 'NLP', 'Research']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Machine Learning', 'Kubernetes', 'Docker']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Python', 'Data Preprocessing', 'CNN', 'Machine Learning', 'Deep Learning', 'PyTorch', 'TensorFlow', 'OpenCV']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Pandas', 'Scikit-learn', 'Matplotlib', 'Python', 'Data Analysis', 'NLP']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Prompt Engineering', 'LLMs', 'Deep Learning', 'Transformers']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Transformer Models', 'Keras', 'CNN', 'RNN', 'Neural Networks', 'GANs']"
Artificial Intelligence & Machine Learning,DL Engineer,"['RNN', 'GANs', 'Transformer Models']"
Artificial Intelligence & Machine Learning,AI Researcher,"['GANs', 'Statistics', 'Research', 'NLP', 'Transformer Models']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Python', 'Data Preprocessing', 'NLP', 'PyTorch', 'Machine Learning', 'Keras']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Artificial Intelligence','Pandas', 'Numpy', 'Machine Learning']"
Artificial Intelligence & Machine Learning,AI Engineer,"['TensorFlow', 'Python', 'PyTorch', 'Prompt Engineering', 'Artificial Intelligence', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Python', 'TensorFlow', 'PyTorch', 'Artificial Intelligence']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Artificial Intelligence','GANs', 'Statistics', 'Research', 'Transformer Models', 'NLP']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Machine Learning', 'Docker', 'Feature Engineering', 'Kubernetes', 'ML Ops']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Model Evaluation', 'Numpy', 'SQL', 'Pandas', 'Python']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Python', 'TensorFlow', 'Artificial Intelligence', 'PyTorch', 'Prompt Engineering', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'GANs', 'Transformer Models', 'NLP', 'Statistics']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Docker', 'TensorFlow', 'Kubernetes', 'PyTorch']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Machine Learning', 'Numpy', 'Pandas', 'Model Evaluation', 'SQL']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Data Analysis', 'Statistics', 'NLP', 'Pandas', 'Scikit-learn', 'Matplotlib', 'Python', 'Numpy', 'Research Papers']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'NLP', 'Statistics', 'Reinforcement Learning', 'Scientific Papers']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Artificial Intelligence','Transformers', 'Python', 'Deep Learning']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Machine Learning', 'Feature Engineering', 'Data Pipelines']"
Artificial Intelligence & Machine Learning,AI Engineer,"['CNN', 'Machine Learning', 'OpenCV', 'Deep Learning', 'Python', 'TensorFlow']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'Reinforcement Learning', 'Scientific Papers', 'Statistics', 'NLP']"
Artificial Intelligence & Machine Learning,DL Engineer,"['PyTorch', 'Deep Learning', 'CNN', 'TensorFlow', 'RNN']"
Artificial Intelligence & Machine Learning,ML Engineer,"['TensorFlow', 'ML Pipelines', 'Kubernetes']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Docker', 'Kubernetes', 'TensorFlow']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Prompt Engineering', 'TensorFlow', 'Deep Learning']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Keras', 'GANs', 'RNN', 'Neural Networks']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Python', 'Numpy', 'Pandas']"
Artificial Intelligence & Machine Learning,DL Engineer,"['CNN', 'Deep Learning', 'RNN']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Reinforcement Learning', 'Statistics', 'Research', 'NLP', 'Scientific Papers']"
Artificial Intelligence & Machine Learning,ML Engineer,"['PyTorch', 'TensorFlow', 'ML Pipelines']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Numpy', 'Pandas', 'Model Evaluation', 'Python', 'SQL']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Python', 'Pandas', 'Machine Learning']"
Artificial Intelligence & Machine Learning,AI Engineer,"['CNN', 'TensorFlow', 'Keras', 'PyTorch', 'Data Preprocessing', 'Deep Learning', 'Machine Learning', 'OpenCV', 'NLP', 'Python']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Prompt Engineering', 'TensorFlow', 'Deep Learning', 'Python']"
Artificial Intelligence & Machine Learning,AI Engineer,"['TensorFlow', 'Python', 'Prompt Engineering', 'Deep Learning', 'Transformers']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Numpy', 'Data Analysis', 'Pandas', 'Research Papers', 'Python', 'Statistics', 'Model Evaluation', 'Scikit-learn', 'NLP', 'Matplotlib']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Statistics', 'Transformer Models', 'Research']"
Artificial Intelligence & Machine Learning,DL Engineer,"['TensorFlow', 'Deep Learning', 'PyTorch', 'CNN', 'RNN']"
Artificial Intelligence & Machine Learning,AI Engineer,"['TensorFlow', 'Prompt Engineering', 'Python']"
Artificial Intelligence & Machine Learning,AI Engineer,"['PyTorch', 'Machine Learning', 'Python', 'Keras', 'CNN', 'Data Preprocessing']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Data Pipelines', 'Kubernetes', 'Docker', 'Feature Engineering']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Prompt Engineering', 'Python', 'Artificial Intelligence', 'Deep Learning', 'PyTorch']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Numpy', 'Machine Learning', 'Python']"
Artificial Intelligence & Machine Learning,ML Engineer,"['PyTorch', 'ML Pipelines', 'TensorFlow', 'Docker', 'Kubernetes']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['NLP', 'Prompt Design', 'Chatbot Design', 'Text Generation']"
Artificial Intelligence & Machine Learning,ML Researcher,"['NLP', 'Research Papers', 'Python', 'Scikit-learn', 'Model Evaluation', 'Pandas', 'Numpy', 'Matplotlib', 'Data Analysis', 'Statistics']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Machine Learning', 'Feature Engineering', 'Docker', 'Kubernetes', 'ML Ops', 'Data Pipelines']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'Transformer Models', 'NLP']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['Chatbot Design', 'Few-shot Learning', 'NLP', 'Text Generation', 'Prompt Design', 'LLMs']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Model Evaluation', 'NLP', 'Pandas', 'Matplotlib', 'Research Papers', 'Numpy', 'Python', 'Data Analysis', 'Statistics', 'Scikit-learn']"
Artificial Intelligence & Machine Learning,AI Researcher,"['NLP', 'Statistics', 'Scientific Papers', 'Reinforcement Learning', 'Research']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Keras', 'Transformer Models', 'RNN', 'CNN']"
Artificial Intelligence & Machine Learning,AI Engineer,"['PyTorch', 'Machine Learning', 'CNN', 'TensorFlow', 'Python', 'Keras']"
Artificial Intelligence & Machine Learning,AI Researcher,"['NLP', 'GANs', 'Research', 'Statistics']"
Artificial Intelligence & Machine Learning,Data Scientist,"['SQL', 'Machine Learning', 'Model Evaluation']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Docker', 'ML Pipelines', 'PyTorch', 'TensorFlow']"
Artificial Intelligence & Machine Learning,AI Engineer,"['NLP', 'CNN', 'Python', 'OpenCV', 'PyTorch', 'Deep Learning']"
Artificial Intelligence & Machine Learning,DL Engineer,"['RNN', 'GANs', 'Neural Networks', 'CNN', 'Keras']"
Artificial Intelligence & Machine Learning,DL Engineer,"['Keras', 'Transformer Models', 'RNN', 'GANs']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Feature Engineering', 'ML Ops', 'Docker']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Docker', 'ML Ops', 'Machine Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'Transformer Models', 'GANs', 'NLP', 'Statistics']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Python', 'NLP', 'Scikit-learn', 'Pandas', 'Numpy', 'Research Papers', 'Statistics', 'Matplotlib', 'Model Evaluation', 'Data Analysis']"
Artificial Intelligence & Machine Learning,ML Engineer,"['ML Pipelines', 'Kubernetes', 'PyTorch', 'Docker', 'TensorFlow']"
Artificial Intelligence & Machine Learning,AI Engineer,"['PyTorch', 'Data Preprocessing', 'Keras', 'Machine Learning', 'TensorFlow', 'OpenCV', 'CNN', 'NLP', 'Deep Learning']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Reinforcement Learning', 'Statistics', 'NLP', 'Scientific Papers']"
Artificial Intelligence & Machine Learning,ML Engineer,"['Kubernetes', 'TensorFlow', 'ML Pipelines']"
Artificial Intelligence & Machine Learning,AI Researcher,"['GANs', 'Statistics', 'Transformer Models', 'Research', 'NLP']"
Artificial Intelligence & Machine Learning,ML Researcher,"['Data Analysis', 'Python', 'Matplotlib', 'Pandas', 'NLP', 'Numpy']"
Artificial Intelligence & Machine Learning,AI Engineer,"['PyTorch', 'NLP', 'CNN', 'OpenCV', 'Machine Learning', 'Keras', 'Python', 'Data Preprocessing']"
Artificial Intelligence & Machine Learning,AI Engineer,"['LLMs', 'Prompt Engineering', 'Deep Learning', 'TensorFlow', 'Python']"
Artificial Intelligence & Machine Learning,AI Researcher,"['NLP', 'Scientific Papers', 'Reinforcement Learning', 'Statistics', 'Research']"
Artificial Intelligence & Machine Learning,Prompt Engineer,"['Chatbot Design', 'NLP', 'Few-shot Learning', 'LLMs', 'Prompt Design']"
Artificial Intelligence & Machine Learning,Data Scientist,"['Pandas', 'Model Evaluation', 'Machine Learning', 'SQL']"
Artificial Intelligence & Machine Learning,AI Researcher,"['Research', 'NLP', 'Transformer Models', 'GANs']"
Artificial Intelligence & Machine Learning,AI Engineer,"['Prompt Engineering', 'Artificial Intelligence', 'Deep Learning', 'Python', 'TensorFlow']"
Artificial Intelligence & Machine Learning,ML Researcher,"['NLP', 'Python', 'Matplotlib', 'Pandas', 'Research Papers', 'Data Analysis', 'Statistics', 'Model Evaluation', 'Scikit-learn']"
